Filtro A,Filtro B,Limiar,Estrategia,Data,Jaccard
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-06-12,0.3571
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-06-19,0.3393
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-06-26,0.3393
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-07-03,0.3509
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-07-10,0.3509
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-07-17,0.3571
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-07-24,0.3509
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-07-31,0.3571
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-08-07,0.3393
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-08-14,0.3500
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-08-21,0.3667
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-08-28,0.3667
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-09-04,0.3667
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-09-11,0.3667
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-09-18,0.3667
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-09-25,0.3667
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-10-02,0.3667
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-10-09,0.3607
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-10-16,0.3607
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-10-23,0.3607
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-10-30,0.3793
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-11-06,0.3966
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-11-13,0.5085
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-11-20,0.5690
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-11-27,0.5690
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-12-04,0.5789
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-12-11,0.5893
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-12-18,0.5714
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2023-12-26,0.5714
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2024-01-02,0.5690
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2024-01-08,0.5690
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2024-01-15,0.5690
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2024-01-22,0.5690
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2024-01-29,0.5690
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2024-02-05,0.5789
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2024-02-14,0.5424
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2024-02-19,0.5424
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2024-02-26,0.5333
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2024-03-04,0.5246
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2024-03-11,0.5246
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2024-03-18,0.5424
Lucro Liquido Positivo,Naive,1.0%,Equal-Weight,2024-03-25,0.5333
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-03-20,0.3913
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-03-27,0.3889
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-04-03,0.3966
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-04-10,0.3966
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-04-17,0.3966
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-04-24,0.3966
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-05-02,0.3519
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-05-08,0.3519
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-05-15,0.4035
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-05-22,0.3684
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-05-29,0.3684
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-06-05,0.3571
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-06-12,0.3571
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-06-19,0.3393
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-06-26,0.3393
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-07-03,0.3509
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-07-10,0.3509
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-07-17,0.3571
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-07-24,0.3509
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-07-31,0.3571
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-08-07,0.3393
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-08-14,0.3500
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-08-21,0.3667
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-08-28,0.3667
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-09-04,0.3667
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-09-11,0.3667
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-09-18,0.3667
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-09-25,0.3667
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-10-02,0.3667
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-10-09,0.3607
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-10-16,0.3607
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-10-23,0.3607
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-10-30,0.3793
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-11-06,0.3966
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-11-13,0.5085
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-11-20,0.5690
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-11-27,0.5690
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-12-04,0.5789
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-12-11,0.5893
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-12-18,0.5714
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2023-12-26,0.5714
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2024-01-02,0.5690
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2024-01-08,0.5690
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2024-01-15,0.5690
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2024-01-22,0.5690
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2024-01-29,0.5690
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2024-02-05,0.5789
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2024-02-14,0.5424
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2024-02-19,0.5424
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2024-02-26,0.5333
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2024-03-04,0.5246
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2024-03-11,0.5246
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2024-03-18,0.5424
Lucro Liquido Positivo,Naive,1.0%,Value-Weighted,2024-03-25,0.5333
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-03-20,0.4615
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-03-27,0.4545
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-04-03,0.4286
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-04-10,0.4286
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-04-17,0.3750
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-04-24,0.4000
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-05-02,0.3750
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-05-08,0.3750
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-05-15,0.2500
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-05-22,0.3750
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-05-29,0.3529
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-06-05,0.3125
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-06-12,0.3889
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-06-19,0.3333
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-06-26,0.3333
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-07-03,0.3889
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-07-10,0.3889
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-07-17,0.3333
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-07-24,0.3158
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-07-31,0.3158
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-08-07,0.2105
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-08-14,0.2778
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-08-21,0.1579
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-08-28,0.1579
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-09-04,0.1579
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-09-11,0.1500
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-09-18,0.2105
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-09-25,0.2105
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-10-02,0.2381
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-10-09,0.2000
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-10-16,0.2500
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-10-23,0.2500
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-10-30,0.2778
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-11-06,0.3158
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-11-13,0.3500
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-11-20,0.4545
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-11-27,0.4348
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-12-04,0.4500
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-12-11,0.4737
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-12-18,0.5263
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2023-12-26,0.5000
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2024-01-02,0.4737
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2024-01-08,0.4286
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2024-01-15,0.3478
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2024-01-22,0.3478
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2024-01-29,0.4500
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2024-02-05,0.5000
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2024-02-14,0.5625
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2024-02-19,0.5625
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2024-02-26,0.4737
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2024-03-04,0.5625
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2024-03-11,0.3889
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2024-03-18,0.4211
Lucro Liquido Positivo,Naive,1.0%,Markowitz,2024-03-25,0.4211
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-03-20,0.4211
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-03-27,0.4130
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-04-03,0.4375
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-04-10,0.4167
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-04-17,0.4255
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-04-24,0.4468
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-05-02,0.3478
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-05-08,0.3478
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-05-15,0.3878
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-05-22,0.3696
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-05-29,0.3696
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-06-05,0.3556
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-06-12,0.3636
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-06-19,0.3636
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-06-26,0.3721
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-07-03,0.3721
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-07-10,0.3721
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-07-17,0.3556
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-07-24,0.3556
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-07-31,0.3830
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-08-07,0.3953
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-08-14,0.4255
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-08-21,0.4583
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-08-28,0.4468
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-09-04,0.4400
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-09-11,0.4400
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-09-18,0.4200
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-09-25,0.4400
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-10-02,0.4400
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-10-09,0.4400
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-10-16,0.4000
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-10-23,0.4314
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-10-30,0.4490
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-11-06,0.4600
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-11-13,0.4906
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-11-20,0.5472
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-11-27,0.5472
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-12-04,0.5472
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-12-11,0.5472
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-12-18,0.5283
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2023-12-26,0.5192
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2024-01-02,0.5472
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2024-01-08,0.5472
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2024-01-15,0.5385
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2024-01-22,0.5283
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2024-01-29,0.5472
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2024-02-05,0.5283
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2024-02-14,0.4717
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2024-02-19,0.4717
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2024-02-26,0.4630
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2024-03-04,0.4545
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2024-03-11,0.4545
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2024-03-18,0.4630
Lucro Liquido Positivo,Naive,1.5%,Equal-Weight,2024-03-25,0.4815
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-03-20,0.4211
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-03-27,0.4130
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-04-03,0.4375
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-04-10,0.4167
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-04-17,0.4255
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-04-24,0.4468
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-05-02,0.3478
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-05-08,0.3478
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-05-15,0.3878
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-05-22,0.3696
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-05-29,0.3696
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-06-05,0.3556
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-06-12,0.3636
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-06-19,0.3636
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-06-26,0.3721
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-07-03,0.3721
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-07-10,0.3721
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-07-17,0.3556
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-07-24,0.3556
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-07-31,0.3830
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-08-07,0.3953
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-08-14,0.4255
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-08-21,0.4583
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-08-28,0.4468
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-09-04,0.4400
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-09-11,0.4400
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-09-18,0.4200
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-09-25,0.4400
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-10-02,0.4400
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-10-09,0.4400
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-10-16,0.4000
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-10-23,0.4314
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-10-30,0.4490
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-11-06,0.4600
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-11-13,0.4906
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-11-20,0.5472
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-11-27,0.5472
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-12-04,0.5472
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-12-11,0.5472
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-12-18,0.5283
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2023-12-26,0.5192
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2024-01-02,0.5472
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2024-01-08,0.5472
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2024-01-15,0.5385
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2024-01-22,0.5283
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2024-01-29,0.5472
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2024-02-05,0.5283
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2024-02-14,0.4717
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2024-02-19,0.4717
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2024-02-26,0.4630
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2024-03-04,0.4545
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2024-03-11,0.4545
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2024-03-18,0.4630
Lucro Liquido Positivo,Naive,1.5%,Value-Weighted,2024-03-25,0.4815
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-03-20,0.5000
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-03-27,0.6000
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-04-03,0.7000
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-04-10,0.7273
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-04-17,0.7500
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-04-24,0.6364
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-05-02,0.4615
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-05-08,0.5000
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-05-15,0.2143
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-05-22,0.2143
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-05-29,0.2143
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-06-05,0.3077
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-06-12,0.3846
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-06-19,0.3571
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-06-26,0.3333
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-07-03,0.3571
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-07-10,0.4000
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-07-17,0.3125
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-07-24,0.3125
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-07-31,0.3333
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-08-07,0.3125
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-08-14,0.4000
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-08-21,0.2222
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-08-28,0.1765
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-09-04,0.2500
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-09-11,0.2353
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-09-18,0.1667
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-09-25,0.1667
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-10-02,0.2778
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-10-09,0.2941
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-10-16,0.2941
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-10-23,0.3750
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-10-30,0.3750
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-11-06,0.3750
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-11-13,0.4211
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-11-20,0.4211
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-11-27,0.3684
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-12-04,0.4444
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-12-11,0.4375
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-12-18,0.4706
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2023-12-26,0.5000
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2024-01-02,0.5000
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2024-01-08,0.5000
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2024-01-15,0.4444
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2024-01-22,0.3889
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2024-01-29,0.3333
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2024-02-05,0.3500
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2024-02-14,0.4118
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2024-02-19,0.3500
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2024-02-26,0.3333
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2024-03-04,0.3333
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2024-03-11,0.3333
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2024-03-18,0.3889
Lucro Liquido Positivo,Naive,1.5%,Markowitz,2024-03-25,0.4444
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-03-20,0.3548
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-03-27,0.3684
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-04-03,0.3500
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-04-10,0.4250
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-04-17,0.4146
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-04-24,0.4146
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-05-02,0.3590
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-05-08,0.3590
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-05-15,0.3256
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-05-22,0.3077
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-05-29,0.3077
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-06-05,0.3158
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-06-12,0.3158
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-06-19,0.3158
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-06-26,0.3158
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-07-03,0.3158
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-07-10,0.3158
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-07-17,0.3243
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-07-24,0.2973
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-07-31,0.2973
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-08-07,0.3333
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-08-14,0.3158
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-08-21,0.3421
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-08-28,0.3514
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-09-04,0.3947
