CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
08.560.444/0001-93;2024-06-30;1;CIA CELG DE PARTICIPACOES - CELGPAR;021393;ITR;140873;2024-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140873
08.560.444/0001-93;2024-09-30;1;CIA CELG DE PARTICIPACOES - CELGPAR;021393;ITR;143025;2024-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143025
08.574.411/0001-00;2024-03-31;1;PRÁTICA PRODUTOS S.A.;024546;ITR;137448;2024-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137448
08.574.411/0001-00;2024-06-30;1;PRÁTICA PRODUTOS S.A.;024546;ITR;141041;2024-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141041
08.574.411/0001-00;2024-09-30;1;PRÁTICA PRODUTOS S.A.;024546;ITR;143223;2024-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143223
08.613.550/0001-98;2024-03-31;1;NEXPE PARTICIPAÇÕES S.A;021180;ITR;136920;2024-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136920
08.613.550/0001-98;2024-03-31;2;NEXPE PARTICIPAÇÕES S.A;021180;ITR;139528;2024-07-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139528
08.613.550/0001-98;2024-06-30;1;NEXPE PARTICIPAÇÕES S.A;021180;ITR;140638;2024-08-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140638
08.613.550/0001-98;2024-06-30;2;NEXPE PARTICIPAÇÕES S.A;021180;ITR;140647;2024-08-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140647
08.613.550/0001-98;2024-06-30;3;NEXPE PARTICIPAÇÕES S.A;021180;ITR;141269;2024-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141269
08.613.550/0001-98;2024-09-30;1;NEXPE PARTICIPAÇÕES S.A;021180;ITR;142761;2024-11-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142761
08.764.621/0001-53;2024-03-31;1;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;021008;ITR;137544;2024-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137544
08.764.621/0001-53;2024-06-30;1;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;021008;ITR;141181;2024-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141181
08.764.621/0001-53;2024-09-30;1;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;021008;ITR;143347;2024-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143347
08.769.451/0001-08;2024-03-31;1;VIRGO COMPANHIA DE SECURITIZAÇÃO;020818;ITR;137332;2024-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137332
08.769.451/0001-08;2024-06-30;1;VIRGO COMPANHIA DE SECURITIZAÇÃO;020818;ITR;141171;2024-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141171
08.769.451/0001-08;2024-09-30;1;VIRGO COMPANHIA DE SECURITIZAÇÃO;020818;ITR;143214;2024-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143214
08.773.135/0001-00;2024-03-31;1;2W ECOBANK S.A.;025224;ITR;145530;2025-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145530
08.773.135/0001-00;2024-06-30;1;2W ECOBANK S.A.;025224;ITR;146201;2025-04-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146201
08.773.191/0001-36;2024-03-31;1;BRASILIANA PARTICIPAÇÕES S/A;023930;ITR;137271;2024-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137271
08.773.191/0001-36;2024-06-30;1;BRASILIANA PARTICIPAÇÕES S/A;023930;ITR;140678;2024-08-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140678
08.773.191/0001-36;2024-09-30;1;BRASILIANA PARTICIPAÇÕES S/A;023930;ITR;142346;2024-10-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142346
08.795.211/0001-70;2024-03-31;1;MAESTRO LOCADORA DE VEICULOS S.A.;023612;ITR;137015;2024-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137015
08.795.211/0001-70;2024-06-30;1;MAESTRO LOCADORA DE VEICULOS S.A.;023612;ITR;140701;2024-08-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140701
08.795.211/0001-70;2024-09-30;1;MAESTRO LOCADORA DE VEICULOS S.A.;023612;ITR;142809;2024-11-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142809
08.797.760/0001-83;2024-03-31;1;CURY CONSTRUTORA E INCORPORADORA S.A.;025100;ITR;136591;2024-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136591
08.797.760/0001-83;2024-06-30;1;CURY CONSTRUTORA E INCORPORADORA S.A.;025100;ITR;140423;2024-08-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140423
08.797.760/0001-83;2024-09-30;1;CURY CONSTRUTORA E INCORPORADORA S.A.;025100;ITR;142960;2024-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142960
08.801.621/0001-86;2024-03-31;1;SYN PROP & TECH S.A.;021040;ITR;136967;2024-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136967
08.801.621/0001-86;2024-06-30;1;SYN PROP & TECH S.A.;021040;ITR;141185;2024-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141185
08.801.621/0001-86;2024-09-30;1;SYN PROP & TECH S.A.;021040;ITR;143356;2024-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143356
08.807.432/0001-10;2024-03-31;1;YDUQS PARTICIPACOES S.A.;021016;ITR;137019;2024-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137019
08.807.432/0001-10;2024-06-30;1;YDUQS PARTICIPACOES S.A.;021016;ITR;140579;2024-08-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140579
08.807.432/0001-10;2024-09-30;1;YDUQS PARTICIPACOES S.A.;021016;ITR;142699;2024-11-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142699
08.807.432/0001-10;2024-09-30;2;YDUQS PARTICIPACOES S.A.;021016;ITR;142774;2024-11-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142774
08.811.643/0001-27;2024-03-31;1;TRISUL S.A.;021130;ITR;136829;2024-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136829
08.811.643/0001-27;2024-06-30;1;TRISUL S.A.;021130;ITR;140915;2024-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140915
08.811.643/0001-27;2024-09-30;1;TRISUL S.A.;021130;ITR;142682;2024-11-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142682
08.822.767/0001-08;2024-03-31;1;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;024104;ITR;137570;2024-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137570
08.822.767/0001-08;2024-06-30;1;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;024104;ITR;141182;2024-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141182
08.822.767/0001-08;2024-06-30;2;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;024104;ITR;141504;2024-08-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141504
08.822.767/0001-08;2024-09-30;1;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;024104;ITR;143350;2024-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143350
08.827.501/0001-58;2024-03-31;1;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;023396;ITR;136769;2024-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136769
08.827.501/0001-58;2024-06-30;1;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;023396;ITR;140532;2024-08-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140532
08.827.501/0001-58;2024-09-30;1;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;023396;ITR;142646;2024-11-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142646
08.845.676/0001-98;2024-03-31;1;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;027669;ITR;139127;2024-06-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139127
08.845.676/0001-98;2024-06-30;1;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;027669;ITR;141646;2024-09-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141646
08.845.676/0001-98;2024-09-30;1;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;027669;ITR;143009;2024-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143009
08.873.873/0001-10;2024-03-31;1;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;021903;ITR;136856;2024-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136856
08.873.873/0001-10;2024-06-30;1;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;021903;ITR;140212;2024-07-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140212
08.873.873/0001-10;2024-09-30;1;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;021903;ITR;142707;2024-11-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142707
08.902.291/0001-15;2024-03-31;1;CSN MINERAÇÃO S.A.;025585;ITR;136964;2024-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136964
08.902.291/0001-15;2024-06-30;1;CSN MINERAÇÃO S.A.;025585;ITR;140831;2024-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140831
08.902.291/0001-15;2024-09-30;1;CSN MINERAÇÃO S.A.;025585;ITR;143013;2024-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143013
08.902.291/0001-15;2024-09-30;2;CSN MINERAÇÃO S.A.;025585;ITR;144266;2025-01-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144266
08.926.302/0001-05;2024-03-31;1;PRIO FORTE S.A.;027740;ITR;142299;2024-10-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142299
08.926.302/0001-05;2024-06-30;1;PRIO FORTE S.A.;027740;ITR;142298;2024-10-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142298
08.926.302/0001-05;2024-09-30;1;PRIO FORTE S.A.;027740;ITR;143598;2024-11-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143598
08.935.054/0001-50;2024-03-31;1;MULTINER S/A;021520;ITR;137336;2024-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137336
08.935.054/0001-50;2024-06-30;1;MULTINER S/A;021520;ITR;140867;2024-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140867
08.935.054/0001-50;2024-09-30;1;MULTINER S/A;021520;ITR;142900;2024-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142900
08.937.002/0001-13;2024-03-31;1;VISION SECURITIZADORA S.A.;021075;ITR;137733;2024-05-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137733
08.937.002/0001-13;2024-06-30;1;VISION SECURITIZADORA S.A.;021075;ITR;140883;2024-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140883
08.937.002/0001-13;2024-09-30;1;VISION SECURITIZADORA S.A.;021075;ITR;143041;2024-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143041
09.041.168/0001-10;2024-03-31;1;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;023272;ITR;135900;2024-04-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=135900
09.041.168/0001-10;2024-06-30;1;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;023272;ITR;140339;2024-08-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140339
09.041.168/0001-10;2024-09-30;1;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;023272;ITR;142432;2024-10-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142432
09.042.817/0001-05;2024-03-31;1;BEMOBI MOBILE TECH S.A.;025500;ITR;136907;2024-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136907
09.042.817/0001-05;2024-06-30;1;BEMOBI MOBILE TECH S.A.;025500;ITR;140613;2024-08-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140613
09.042.817/0001-05;2024-09-30;1;BEMOBI MOBILE TECH S.A.;025500;ITR;142765;2024-11-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142765
09.053.134/0001-45;2024-03-31;1;ELFA MEDICAMENTOS S.A.;025348;ITR;137211;2024-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137211
09.053.134/0001-45;2024-03-31;2;ELFA MEDICAMENTOS S.A.;025348;ITR;141007;2024-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141007
09.053.134/0001-45;2024-06-30;1;ELFA MEDICAMENTOS S.A.;025348;ITR;140964;2024-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140964
09.053.134/0001-45;2024-06-30;2;ELFA MEDICAMENTOS S.A.;025348;ITR;141017;2024-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141017
09.053.134/0001-45;2024-09-30;1;ELFA MEDICAMENTOS S.A.;025348;ITR;143155;2024-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143155
09.054.385/0001-44;2024-03-31;1;INBRANDS S.A.;022560;ITR;137346;2024-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137346
09.054.385/0001-44;2024-06-30;1;INBRANDS S.A.;022560;ITR;140893;2024-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140893
09.054.385/0001-44;2024-09-30;1;INBRANDS S.A.;022560;ITR;143091;2024-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143091
09.074.183/0001-64;2024-03-31;1;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;022225;ITR;137589;2024-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137589
09.074.183/0001-64;2024-03-31;2;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;022225;ITR;137732;2024-05-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137732
09.074.183/0001-64;2024-06-30;1;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;022225;ITR;140577;2024-08-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140577
09.074.183/0001-64;2024-09-30;1;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;022225;ITR;142687;2024-11-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142687
09.095.183/0001-40;2024-03-31;1;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;021938;ITR;136730;2024-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136730
09.095.183/0001-40;2024-03-31;2;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;021938;ITR;139379;2024-07-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139379
09.095.183/0001-40;2024-06-30;1;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;021938;ITR;140500;2024-08-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140500
09.095.183/0001-40;2024-09-30;1;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;021938;ITR;142715;2024-11-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142715
09.112.685/0001-32;2024-03-31;1;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;021342;ITR;137156;2024-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137156
09.112.685/0001-32;2024-06-30;1;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;021342;ITR;141056;2024-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141056
09.112.685/0001-32;2024-09-30;1;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;021342;ITR;143094;2024-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143094
09.114.805/0001-30;2024-03-31;1;OCEANPACT SERVIÇOS MARITIMOS S.A.;025534;ITR;137167;2024-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137167
09.114.805/0001-30;2024-06-30;1;OCEANPACT SERVIÇOS MARITIMOS S.A.;025534;ITR;140597;2024-08-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140597
09.114.805/0001-30;2024-09-30;1;OCEANPACT SERVIÇOS MARITIMOS S.A.;025534;ITR;142857;2024-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142857
09.114.805/0001-30;2024-09-30;2;OCEANPACT SERVIÇOS MARITIMOS S.A.;025534;ITR;144293;2025-01-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144293
09.116.278/0001-01;2024-03-31;1;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;004685;ITR;137400;2024-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137400
09.116.278/0001-01;2024-06-30;1;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;004685;ITR;141245;2024-08-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141245
09.116.278/0001-01;2024-09-30;1;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;004685;ITR;143229;2024-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143229
09.146.451/0001-06;2024-03-31;1;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;025798;ITR;136584;2024-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136584
09.146.451/0001-06;2024-06-30;1;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;025798;ITR;140421;2024-08-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140421
09.146.451/0001-06;2024-09-30;1;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;025798;ITR;142549;2024-11-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142549
09.149.503/0001-06;2024-03-31;1;SERENA GERAÇÃO S.A.;023426;ITR;137585;2024-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137585
09.149.503/0001-06;2024-06-30;1;SERENA GERAÇÃO S.A.;023426;ITR;141088;2024-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141088
09.149.503/0001-06;2024-09-30;1;SERENA GERAÇÃO S.A.;023426;ITR;143144;2024-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143144
09.229.201/0001-30;2024-03-31;1;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;025712;ITR;136953;2024-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136953
09.229.201/0001-30;2024-06-30;1;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;025712;ITR;140823;2024-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140823
09.229.201/0001-30;2024-09-30;1;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;025712;ITR;142896;2024-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142896
09.257.877/0001-37;2024-03-31;1;FERROVIA NORTE SUL S/A;021814;ITR;137098;2024-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137098
