CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;QT_ACAO_ORDIN_CAP_INTEGR;QT_ACAO_PREF_CAP_INTEGR;QT_ACAO_TOTAL_CAP_INTEGR;QT_ACAO_ORDIN_TESOURO;QT_ACAO_PREF_TESOURO;QT_ACAO_TOTAL_TESOURO
07.594.978/0001-78;2024-06-30;1;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;586242289;0;586242289;0;0;0
07.594.978/0001-78;2024-09-30;1;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;586242289;0;586242289;0;0;0
07.628.528/0001-59;2024-03-31;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;102683444;0;102683444;3067987;0;3067987
07.628.528/0001-59;2024-09-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;102683444;0;102683444;0;0;0
07.628.528/0001-59;2024-12-31;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;102683444;0;102683444;0;0;0
07.636.657/0001-99;2024-03-31;2;AÇO VERDE DO BRASIL S.A;1031745;206231;1237976;0;0;0
07.636.657/0001-99;2024-06-30;1;AÇO VERDE DO BRASIL S.A;1031745;206231;1237976;0;0;0
07.636.657/0001-99;2024-09-30;1;AÇO VERDE DO BRASIL S.A;1031745;206231;1237976;0;0;0
07.659.538/0001-51;2024-03-31;1;DINAMICA ENERGIA S.A.;334424;0;334424;0;0;0
07.659.538/0001-51;2024-06-30;1;DINAMICA ENERGIA S.A.;334424;0;334424;0;0;0
07.659.538/0001-51;2024-09-30;1;DINAMICA ENERGIA S.A.;334424;0;334424;0;0;0
07.682.638/0001-07;2024-03-31;1;CONCESSIONÁRIA DA LINHA 4 DO METRÔ DE SÃO PAULO S.A.;74803571;74803571;149607142;0;0;0
07.682.638/0001-07;2024-06-30;1;CONCESSIONÁRIA DA LINHA 4 DO METRÔ DE SÃO PAULO S.A.;74803571;74803571;149607142;0;0;0
07.682.638/0001-07;2024-09-30;1;CONCESSIONÁRIA DA LINHA 4 DO METRÔ DE SÃO PAULO S.A.;74803571;74803571;149607142;0;0;0
07.689.002/0001-89;2024-03-31;1;EMBRAER S.A.;740465;0;740465;5832;0;5832
07.689.002/0001-89;2024-06-30;1;EMBRAER S.A.;740465;0;740465;5832;0;5832
07.689.002/0001-89;2024-09-30;1;EMBRAER S.A.;740465;0;740465;5832;0;5832
07.704.246/0001-93;2024-03-31;1;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;86608416;0;86608416;0;0;0
07.714.104/0001-07;2024-03-31;1;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;150442670;0;150442670;0;0;0
07.714.104/0001-07;2024-06-30;1;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;150442670;0;150442670;0;0;0
07.714.104/0001-07;2024-09-30;1;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;150442670;0;150442670;0;0;0
07.718.269/0001-57;2024-03-31;1;SPRINGS GLOBAL PARTICIPACOES S.A.;50000;0;50000;0;0;0
07.802.794/0001-56;2024-03-31;1;ESSENTIA PCHS S.A.;203708524;0;203708524;0;0;0
07.802.794/0001-56;2024-06-30;1;ESSENTIA PCHS S.A.;203708524;0;203708524;0;0;0
07.802.794/0001-56;2024-09-30;1;ESSENTIA PCHS S.A.;203708524;0;203708524;0;0;0
07.816.890/0001-53;2024-03-31;1;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;600760875;0;600760875;19478024;0;19478024
07.816.890/0001-53;2024-06-30;2;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;600760875;0;600760875;23034924;0;23034924
07.816.890/0001-53;2024-09-30;1;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;578163701;0;578163701;400000;0;400000
07.820.907/0001-46;2024-03-31;1;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2422153;0;2422153;0;0;0
07.820.907/0001-46;2024-06-30;1;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2422153;0;2422153;0;0;0
07.820.907/0001-46;2024-09-30;1;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2422153;0;2422153;0;0;0
07.823.262/0001-03;2024-03-31;1;FOZ DO RIO CLARO ENERGIA S.A.;67717178;40991800;108708978;0;0;0
07.823.262/0001-03;2024-06-30;1;FOZ DO RIO CLARO ENERGIA S.A.;67717178;40991800;108708978;0;0;0
07.823.262/0001-03;2024-09-30;1;FOZ DO RIO CLARO ENERGIA S.A.;67717178;40991800;108708978;0;0;0
07.857.093/0001-14;2024-03-31;1;AURA MINERALS INC.;72237003;0;72237003;0;0;0
07.857.093/0001-14;2024-06-30;1;AURA MINERALS INC.;72398545;0;72398545;0;0;0
07.857.093/0001-14;2024-09-30;1;AURA MINERALS INC.;72372803;0;72372803;0;0;0
07.857.850/0001-50;2024-03-31;2;GP INVESTMENTS, LTD.;154963019;0;154963019;4995885;0;4995885
07.857.850/0001-50;2024-06-30;1;GP INVESTMENTS, LTD.;139458904;0;139458904;515798;0;515798
07.857.850/0001-50;2024-09-30;1;GP INVESTMENTS, LTD.;130824582;0;130824582;8634322;0;8634322
07.859.971/0001-30;2024-03-31;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;590714;442783;1033497;0;0;0
07.859.971/0001-30;2024-06-30;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;590714;442783;1033497;0;0;0
07.859.971/0001-30;2024-09-30;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;590714;442783;1033497;0;0;0
07.882.930/0001-65;2024-03-31;1;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;105774820;0;105774820;0;0;0
07.882.930/0001-65;2024-06-30;1;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;105774820;0;105774820;0;0;0
07.882.930/0001-65;2024-09-30;1;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;105774820;0;105774820;0;0;0
07.976.147/0001-60;2024-03-31;1;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;7468002;0;7468002;0;0;0
07.976.147/0001-60;2024-06-30;1;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;7468002;0;7468002;0;0;0
07.976.147/0001-60;2024-09-30;1;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;7468003;0;7468003;0;0;0
08.065.557/0001-12;2024-03-31;1;TECNISA S.A.;73619;0;73619;0;0;0
08.065.557/0001-12;2024-06-30;1;TECNISA S.A.;73619;0;73619;0;0;0
08.065.557/0001-12;2024-09-30;1;TECNISA S.A.;73619;0;73619;0;0;0
08.070.508/0001-78;2024-06-30;1;RAIZEN ENERGIA S.A.;20588374701;0;20588374701;0;0;0
08.070.508/0001-78;2024-09-30;1;RAIZEN ENERGIA S.A.;20588374701;0;20588374701;0;0;0
08.070.508/0001-78;2024-12-31;1;RAIZEN ENERGIA S.A.;22322879019;0;22322879019;0;0;0
08.078.847/0001-09;2024-03-31;2;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;147555;0;147555;10267;0;10267
08.078.847/0001-09;2024-06-30;1;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;147555;0;147555;10267;0;10267
08.078.847/0001-09;2024-09-30;1;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;147555;0;147555;10267;0;10267
08.159.965/0001-33;2024-03-31;1;IGUA SANEAMENTO S.A.;427804422;0;427804422;1448451;0;1448451
08.159.965/0001-33;2024-06-30;1;IGUA SANEAMENTO S.A.;427804422;0;427804422;1448451;0;1448451
08.159.965/0001-33;2024-09-30;1;IGUA SANEAMENTO S.A.;427804422;0;427804422;1448451;0;1448451
08.170.849/0001-15;2024-03-31;1;DESKTOP S.A.;115471;0;115471;137;0;137
08.170.849/0001-15;2024-06-30;1;DESKTOP S.A.;115500;0;115500;143;0;143
08.170.849/0001-15;2024-09-30;1;DESKTOP S.A.;115534;0;115534;121;0;121
08.213.823/0001-07;2024-03-31;1;AURA ALMAS MINERAÇÃO S.A.;137909166;0;137909166;0;0;0
08.213.823/0001-07;2024-06-30;1;AURA ALMAS MINERAÇÃO S.A.;137909166;0;137909166;0;0;0
08.213.823/0001-07;2024-09-30;1;AURA ALMAS MINERAÇÃO S.A.;137909166;0;137909166;0;0;0
08.262.121/0001-13;2024-03-31;1;ALUBAR METAIS E CABOS S.A.;87114193;0;87114193;0;0;0
08.262.121/0001-13;2024-06-30;1;ALUBAR METAIS E CABOS S.A.;87114193;0;87114193;0;0;0
08.262.121/0001-13;2024-09-30;1;ALUBAR METAIS E CABOS S.A.;87114193;0;87114193;0;0;0
08.294.224/0001-65;2024-03-31;1;JHSF PARTICIPACOES S.A.;679328541;0;679328541;3335852;0;3335852
08.294.224/0001-65;2024-06-30;1;JHSF PARTICIPACOES S.A.;679328541;0;679328541;3335852;0;3335852
08.294.224/0001-65;2024-09-30;1;JHSF PARTICIPACOES S.A.;679328541;0;679328541;3335852;0;3335852
08.312.229/0001-73;2024-03-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;220989103;0;220989103;2863400;0;2863400
08.312.229/0001-73;2024-06-30;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;220989103;0;220989103;2863400;0;2863400
08.312.229/0001-73;2024-09-30;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;220989103;0;220989103;2863400;0;2863400
08.322.396/0001-03;2024-06-30;1;CERRADINHO BIOENERGIA S.A.;458277128;0;458277128;0;0;0
08.322.396/0001-03;2024-09-30;1;CERRADINHO BIOENERGIA S.A.;458277128;0;458277128;0;0;0
08.322.396/0001-03;2024-12-31;1;CERRADINHO BIOENERGIA S.A.;458277128;0;458277128;0;0;0
08.324.196/0001-81;2024-03-31;1;CIA ENERGETICA DO RIO GDE NORTE - COSERN;129746;38328;168074;0;0;0
08.324.196/0001-81;2024-06-30;1;CIA ENERGETICA DO RIO GDE NORTE - COSERN;129746;38328;168074;0;0;0
08.324.196/0001-81;2024-09-30;1;CIA ENERGETICA DO RIO GDE NORTE - COSERN;129092;38073;167165;0;0;0
08.343.492/0001-20;2024-03-31;2;MRV ENGENHARIA E PARTICIPACOES S.A.;562827;0;562827;1;0;1
08.343.492/0001-20;2024-06-30;1;MRV ENGENHARIA E PARTICIPACOES S.A.;562827;0;562827;1;0;1
08.343.492/0001-20;2024-09-30;1;MRV ENGENHARIA E PARTICIPACOES S.A.;562827;0;562827;1;0;1
08.364.948/0001-38;2024-03-31;1;ALUPAR INVESTIMENTO S/A;620834207;293441497;914275704;0;0;0
08.364.948/0001-38;2024-06-30;1;ALUPAR INVESTIMENTO S/A;645667575;305179157;950846732;0;0;0
08.364.948/0001-38;2024-09-30;1;ALUPAR INVESTIMENTO S/A;645667575;305179157;950846732;0;0;0
08.397.078/0001-01;2024-03-31;1;GSH CORP PARTICIPAÇÕES S.A.;229371078;43385771;272756849;0;2017964;2017964
08.397.078/0001-01;2024-06-30;1;GSH CORP PARTICIPAÇÕES S.A.;229371078;43385771;272756849;0;42458;42458
08.397.078/0001-01;2024-09-30;1;GSH CORP PARTICIPAÇÕES S.A.;229371078;43385771;272756849;0;42458;42458
08.402.943/0001-52;2024-03-31;1;GUARARAPES CONFECCOES S.A.;499200000;0;499200000;2560;0;2560
08.402.943/0001-52;2024-06-30;1;GUARARAPES CONFECCOES S.A.;499200000;0;499200000;2560;0;2560
08.402.943/0001-52;2024-09-30;1;GUARARAPES CONFECCOES S.A.;499200000;0;499200000;2560;0;2560
08.424.178/0001-71;2024-03-31;1;TECBLU TECELAGEM BLUMENAU S.A.;180894;1025897;1206791;0;0;0
08.424.178/0001-71;2024-06-30;1;TECBLU TECELAGEM BLUMENAU S.A.;180894;1025897;1206791;0;0;0
08.424.178/0001-71;2024-09-30;1;TECBLU TECELAGEM BLUMENAU S.A.;180894;1025897;1206791;0;0;0
08.439.659/0001-50;2024-03-31;1;CPFL ENERGIAS RENOVÁVEIS S.A.;593782504;0;593782504;0;0;0
08.439.659/0001-50;2024-06-30;1;CPFL ENERGIAS RENOVÁVEIS S.A.;593782504;0;593782504;0;0;0
08.439.659/0001-50;2024-09-30;1;CPFL ENERGIAS RENOVÁVEIS S.A.;593782504;0;593782504;0;0;0
08.467.115/0001-00;2024-03-31;1;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;68090916;164014;68254930;0;0;0
08.467.115/0001-00;2024-06-30;1;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;68090916;164014;68254930;0;0;0
08.467.115/0001-00;2024-09-30;1;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;68090916;164014;68254930;0;0;0
08.534.605/0001-74;2024-03-31;1;RENOVA ENERGIA S.A.;124741981;124741975;249483956;0;0;0
08.534.605/0001-74;2024-06-30;1;RENOVA ENERGIA S.A.;124741981;124741975;249483956;0;0;0
08.534.605/0001-74;2024-09-30;2;RENOVA ENERGIA S.A.;124741981;124741975;249483956;0;0;0
08.560.444/0001-93;2024-03-31;1;CIA CELG DE PARTICIPACOES - CELGPAR;79676;0;79676;0;0;0
08.560.444/0001-93;2024-06-30;1;CIA CELG DE PARTICIPACOES - CELGPAR;79676;0;79676;0;0;0
08.560.444/0001-93;2024-09-30;1;CIA CELG DE PARTICIPACOES - CELGPAR;79676;0;79676;0;0;0
08.574.411/0001-00;2024-03-31;1;PRÁTICA PRODUTOS S.A.;3355031;0;3355031;0;0;0
08.574.411/0001-00;2024-06-30;1;PRÁTICA PRODUTOS S.A.;3355035;0;3355035;0;0;0
08.574.411/0001-00;2024-09-30;1;PRÁTICA PRODUTOS S.A.;3355035;0;3355035;0;0;0
08.613.550/0001-98;2024-03-31;2;NEXPE PARTICIPAÇÕES S.A;2656;0;2656;12;0;12
08.613.550/0001-98;2024-06-30;3;NEXPE PARTICIPAÇÕES S.A;2656;0;2656;12;0;12
08.613.550/0001-98;2024-09-30;1;NEXPE PARTICIPAÇÕES S.A;2644;0;2644;12;0;12
08.764.621/0001-53;2024-03-31;1;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;1928769;0;1928769;53431;0;53431
08.764.621/0001-53;2024-06-30;1;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;1928769;0;1928769;53431;0;53431
08.764.621/0001-53;2024-09-30;1;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;1928769;0;1928769;53431;0;53431
08.769.451/0001-08;2024-03-31;1;VIRGO COMPANHIA DE SECURITIZAÇÃO;35536642;0;35536642;0;0;0
08.769.451/0001-08;2024-06-30;1;VIRGO COMPANHIA DE SECURITIZAÇÃO;35536642;0;35536642;0;0;0
08.769.451/0001-08;2024-09-30;1;VIRGO COMPANHIA DE SECURITIZAÇÃO;35536642;0;35536642;0;0;0
08.773.135/0001-00;2024-03-31;1;2W ECOBANK S.A.;113548;0;113548;0;0;0
08.773.135/0001-00;2024-06-30;1;2W ECOBANK S.A.;113548;0;113548;0;0;0
08.773.191/0001-36;2024-03-31;1;BRASILIANA PARTICIPAÇÕES S/A;507692309;42307699;550000008;0;0;0
08.773.191/0001-36;2024-06-30;1;BRASILIANA PARTICIPAÇÕES S/A;507692309;42307699;550000008;0;0;0
08.773.191/0001-36;2024-09-30;1;BRASILIANA PARTICIPAÇÕES S/A;507692309;42307699;550000008;0;0;0
08.795.211/0001-70;2024-03-31;1;MAESTRO LOCADORA DE VEICULOS S.A.;26009820;0;26009820;0;0;0
08.795.211/0001-70;2024-06-30;1;MAESTRO LOCADORA DE VEICULOS S.A.;26009820;0;26009820;0;0;0
08.795.211/0001-70;2024-09-30;1;MAESTRO LOCADORA DE VEICULOS S.A.;26009820;0;26009820;0;0;0
08.797.760/0001-83;2024-03-31;1;CURY CONSTRUTORA E INCORPORADORA S.A.;291875088;0;291875088;1990800;0;1990800
08.797.760/0001-83;2024-06-30;1;CURY CONSTRUTORA E INCORPORADORA S.A.;291875088;0;291875088;1990800;0;1990800
08.797.760/0001-83;2024-09-30;1;CURY CONSTRUTORA E INCORPORADORA S.A.;291875088;0;291875088;1990800;0;1990800
08.801.621/0001-86;2024-03-31;1;SYN PROP & TECH S.A.;152644;0;152644;0;0;0
08.801.621/0001-86;2024-06-30;1;SYN PROP & TECH S.A.;152644;0;152644;0;0;0
08.801.621/0001-86;2024-09-30;1;SYN PROP & TECH S.A.;152644;0;152644;0;0;0
08.807.432/0001-10;2024-03-31;1;YDUQS PARTICIPACOES S.A.;309089;0;309089;17702;0;17702
08.807.432/0001-10;2024-06-30;1;YDUQS PARTICIPACOES S.A.;309089;0;309089;16729;0;16729
08.807.432/0001-10;2024-09-30;2;YDUQS PARTICIPACOES S.A.;309089;0;309089;24218;0;24218
08.811.643/0001-27;2024-03-31;1;TRISUL S.A.;186618;0;186618;4505;0;4505
08.811.643/0001-27;2024-06-30;1;TRISUL S.A.;186618;0;186618;4505;0;4505
08.811.643/0001-27;2024-09-30;1;TRISUL S.A.;186618;0;186618;5503;0;5503
08.822.767/0001-08;2024-03-31;1;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;1471880;0;1471880;0;0;0
08.822.767/0001-08;2024-06-30;2;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;1471880;0;1471880;0;0;0
08.822.767/0001-08;2024-09-30;1;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;1471880;0;1471880;0;0;0
08.827.501/0001-58;2024-03-31;1;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;709956474;310300113;1020256587;0;0;0
08.827.501/0001-58;2024-06-30;1;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;709956474;310300113;1020256587;0;0;0
08.827.501/0001-58;2024-09-30;1;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;709956474;310300113;1020256587;0;0;0
08.845.676/0001-98;2024-03-31;1;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;1595023722;0;1595023722;0;0;0
08.845.676/0001-98;2024-06-30;1;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;1595023722;0;1595023722;0;0;0
08.845.676/0001-98;2024-09-30;1;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;1595023722;0;1595023722;0;0;0
08.873.873/0001-10;2024-03-31;1;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;2109396;0;2109396;0;0;0
08.873.873/0001-10;2024-06-30;1;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;2109396;0;2109396;0;0;0
08.873.873/0001-10;2024-09-30;1;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;2109396;0;2109396;0;0;0
08.902.291/0001-15;2024-03-31;1;CSN MINERAÇÃO S.A.;5485338838;0;5485338838;0;0;0
08.902.291/0001-15;2024-06-30;1;CSN MINERAÇÃO S.A.;5485338838;0;5485338838;0;0;0
08.902.291/0001-15;2024-09-30;2;CSN MINERAÇÃO S.A.;5485338838;0;5485338838;53294300;0;53294300
08.926.302/0001-05;2024-03-31;1;PRIO FORTE S.A.;539275344;0;539275344;0;0;0
08.926.302/0001-05;2024-06-30;1;PRIO FORTE S.A.;539275344;0;539275344;0;0;0
08.926.302/0001-05;2024-09-30;1;PRIO FORTE S.A.;608045344;0;608045344;0;0;0
08.935.054/0001-50;2024-03-31;1;MULTINER S/A;7877740;6843557;14721297;0;0;0
08.935.054/0001-50;2024-06-30;1;MULTINER S/A;7877740;6843557;14721297;0;0;0
08.935.054/0001-50;2024-09-30;1;MULTINER S/A;7877740;6843557;14721297;0;0;0
08.937.002/0001-13;2024-03-31;1;VISION SECURITIZADORA S.A.;2370202;0;2370202;0;0;0
08.937.002/0001-13;2024-06-30;1;VISION SECURITIZADORA S.A.;2972342;0;2972342;0;0;0
08.937.002/0001-13;2024-09-30;1;VISION SECURITIZADORA S.A.;2972342;0;2972342;0;0;0
09.041.168/0001-10;2024-03-31;1;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;102159;0;102159;1819;0;1819
09.041.168/0001-10;2024-06-30;1;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;102159;0;102159;5013;0;5013
09.041.168/0001-10;2024-09-30;1;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;92659;0;92659;2113;0;2113
09.042.817/0001-05;2024-03-31;1;BEMOBI MOBILE TECH S.A.;87003692;0;87003692;0;0;0
09.042.817/0001-05;2024-06-30;1;BEMOBI MOBILE TECH S.A.;87003692;0;87003692;1395300;0;1395300
09.042.817/0001-05;2024-09-30;1;BEMOBI MOBILE TECH S.A.;85608392;0;85608392;10000;0;10000
09.053.134/0001-45;2024-03-31;2;ELFA MEDICAMENTOS S.A.;603032083;0;603032083;0;0;0
09.053.134/0001-45;2024-06-30;2;ELFA MEDICAMENTOS S.A.;603032083;0;603032083;0;0;0
09.053.134/0001-45;2024-09-30;1;ELFA MEDICAMENTOS S.A.;603032083;0;603032083;0;0;0
09.054.385/0001-44;2024-03-31;1;INBRANDS S.A.;138442514;0;138442514;0;0;0
09.054.385/0001-44;2024-06-30;1;INBRANDS S.A.;138442514;0;138442514;0;0;0
09.054.385/0001-44;2024-09-30;1;INBRANDS S.A.;138442514;0;138442514;0;0;0
09.074.183/0001-64;2024-03-31;2;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;428071;0;428071;0;0;0
09.074.183/0001-64;2024-06-30;1;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;728071;0;728071;0;0;0
09.074.183/0001-64;2024-09-30;1;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;428071;0;428071;0;0;0
09.095.183/0001-40;2024-03-31;2;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;1047489;0;1047489;0;0;0
09.095.183/0001-40;2024-06-30;1;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;1047489;0;1047489;0;0;0
09.095.183/0001-40;2024-09-30;1;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;1047489;0;1047489;0;0;0
09.112.685/0001-32;2024-03-31;1;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;3148038;0;3148038;0;0;0
09.112.685/0001-32;2024-06-30;1;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;3148038;0;3148038;0;0;0
09.112.685/0001-32;2024-09-30;1;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;3148038;0;3148038;0;0;0
09.114.805/0001-30;2024-03-31;1;OCEANPACT SERVIÇOS MARITIMOS S.A.;199959554;0;199959554;1973951;0;1973951
09.114.805/0001-30;2024-06-30;1;OCEANPACT SERVIÇOS MARITIMOS S.A.;199959554;0;199959554;1106353;0;1106353
09.114.805/0001-30;2024-09-30;2;OCEANPACT SERVIÇOS MARITIMOS S.A.;199959554;0;199959554;1733381;0;1733381
09.116.278/0001-01;2024-03-31;1;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;14049;4073;18122;0;0;0
09.116.278/0001-01;2024-06-30;1;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;14048567;4073532;18122099;0;0;0
09.116.278/0001-01;2024-09-30;1;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;14048567;4073532;18122099;0;0;0
09.146.451/0001-06;2024-03-31;1;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;135602;0;135602;0;0;0
09.146.451/0001-06;2024-06-30;1;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;135602;0;135602;0;0;0
09.146.451/0001-06;2024-09-30;1;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;135602;0;135602;0;0;0
09.149.503/0001-06;2024-03-31;1;SERENA GERAÇÃO S.A.;200274405;0;200274405;0;0;0
09.149.503/0001-06;2024-06-30;1;SERENA GERAÇÃO S.A.;200274405;0;200274405;0;0;0
09.149.503/0001-06;2024-09-30;1;SERENA GERAÇÃO S.A.;200274405;0;200274405;0;0;0
09.229.201/0001-30;2024-03-31;1;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;672170267;0;672170267;0;0;0
09.229.201/0001-30;2024-06-30;1;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;674854731;0;674854731;0;0;0
09.229.201/0001-30;2024-09-30;1;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;674854731;0;674854731;0;0;0
09.257.877/0001-37;2024-03-31;1;FERROVIA NORTE SUL S/A;1835966791;0;1835966791;0;0;0
09.257.877/0001-37;2024-06-30;1;FERROVIA NORTE SUL S/A;1835966791;0;1835966791;0;0;0
09.257.877/0001-37;2024-09-30;1;FERROVIA NORTE SUL S/A;1835966791;0;1835966791;0;0;0
09.267.996/0001-70;2024-03-31;1;YUNY INCORPORADORA HOLDING S.A.;41337991;0;41337991;0;0;0
09.267.996/0001-70;2024-06-30;1;YUNY INCORPORADORA HOLDING S.A.;41337991;0;41337991;0;0;0
09.267.996/0001-70;2024-09-30;1;YUNY INCORPORADORA HOLDING S.A.;41337991;0;41337991;0;0;0
09.288.252/0001-32;2024-03-31;1;ANIMA HOLDING S.A.;403868805;0;403868805;26482114;0;26482114
09.288.252/0001-32;2024-06-30;2;ANIMA HOLDING S.A.;403868805;0;403868805;26480554;0;26480554
09.288.252/0001-32;2024-09-30;1;ANIMA HOLDING S.A.;403868805;0;403868805;26165763;0;26165763
09.295.063/0001-97;2024-03-31;1;TECHNOS S.A.;70906215;0;70906215;2684201;0;2684201
09.295.063/0001-97;2024-06-30;1;TECHNOS S.A.;66206215;0;66206215;913795;0;913795
09.295.063/0001-97;2024-09-30;2;TECHNOS S.A.;64106215;0;64106215;800320;0;800320
09.304.427/0001-58;2024-03-31;1;HABITASEC SECURITIZADORA SA;900000;0;900000;0;0;0
09.304.427/0001-58;2024-06-30;1;HABITASEC SECURITIZADORA SA;900000;0;900000;0;0;0
09.304.427/0001-58;2024-09-30;1;HABITASEC SECURITIZADORA SA;900000;0;900000;0;0;0
09.305.994/0001-29;2024-03-31;1;AZUL S.A.;928965058;335750796;1264715854;0;705874;705874
09.305.994/0001-29;2024-06-30;1;AZUL S.A.;928965058;335750796;1264715854;0;705874;705874
09.305.994/0001-29;2024-09-30;1;AZUL S.A.;928965058;335750796;1264715854;0;264495;264495
09.313.969/0001-97;2024-03-31;1;AUTOPISTA LITORAL SUL;3539144566;0;3539144566;0;0;0
09.313.969/0001-97;2024-06-30;1;AUTOPISTA LITORAL SUL;3848650060;0;3848650060;0;0;0
09.313.969/0001-97;2024-09-30;1;AUTOPISTA LITORAL SUL;3952571613;0;3952571613;0;0;0
09.324.949/0001-11;2024-03-31;1;AUTOPISTA FLUMINENSE SA;658918293;0;658918293;0;0;0
09.324.949/0001-11;2024-06-30;1;AUTOPISTA FLUMINENSE SA;658918293;0;658918293;0;0;0
09.324.949/0001-11;2024-09-30;1;AUTOPISTA FLUMINENSE SA;658918293;0;658918293;0;0;0
09.325.109/0001-73;2024-03-31;1;AUTOPISTA PLANALTO SUL SA;1721076003;0;1721076003;0;0;0
09.325.109/0001-73;2024-06-30;1;AUTOPISTA PLANALTO SUL SA;1721076003;0;1721076003;0;0;0
09.325.109/0001-73;2024-09-30;1;AUTOPISTA PLANALTO SUL SA;1721076003;0;1721076003;0;0;0
09.326.342/0001-70;2024-03-31;1;AUTOPISTA FERNÃO DIAS SA;2463562435;0;2463562435;0;0;0
09.326.342/0001-70;2024-06-30;1;AUTOPISTA FERNÃO DIAS SA;2463562435;0;2463562435;0;0;0
09.326.342/0001-70;2024-09-30;1;AUTOPISTA FERNÃO DIAS SA;2463562435;0;2463562435;0;0;0
